,genres,app_name,Item_name,Hours_Played,release_year,sentiment_analysis
1744,Indie,Goat Simulator,Goat Simulator,0.17,2014,2
1745,Free to Play,Fistful of Frags,Fistful of Frags,6.65,2014,2
1746,RPG,Fallout 4,Fallout 4,12.0,2015,2
1747,Adventure,Terraria,Terraria,57.07,2011,2
1748,Action,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,Rising Storm/Red Orchestra 2 Multiplayer,2.3,2011,2
1749,Action,Sven Co-op,Sven Co-op,0.0,1999,0
1750,Indie,Unturned,Unturned,0.0,2017,2
1751,Massively Multiplayer,Realm of the Mad God,Realm of the Mad God,0.62,2012,2
1752,Indie,Unturned,Unturned,172.3,2017,2
1753,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,522.37,2012,2
1754,Indie,Chivalry: Medieval Warfare,Chivalry: Medieval Warfare,1.37,2012,2
1755,Action,Saints Row: The Third,Saints Row: The Third,43.88,2011,0
1756,Strategy,Banished,Banished,2.1,2014,2
1757,Indie,Garry's Mod,Garry's Mod,50.48,2006,2
1758,Indie,Garry's Mod,Garry's Mod,7.72,2006,2
1759,Early Access,Rust,Rust,4.12,2013,2
1760,Free to Play,Unturned,Unturned,0.68,2017,2
1761,Simulation,Garry's Mod,Garry's Mod,80.22,2006,2
1762,RPG,Rust,Rust,1.28,2013,2
1763,Simulation,Arma 2: Operation Arrowhead,Arma 2: Operation Arrowhead,0.0,2010,2
1764,Indie,The Binding of Isaac,The Binding of Isaac,6.4,2011,2
1765,Indie,Garry's Mod,Garry's Mod,44.93,2006,2
1766,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,750.38,2012,1
1767,Casual,Unturned,Unturned,9.33,2017,2
1768,Adventure,BattleBlock Theater®,BattleBlock Theater,11.13,2014,2
1769,Indie,Garry's Mod,Garry's Mod,2.02,2006,2
1770,Simulation,Garry's Mod,Garry's Mod,69.53,2006,2
1771,Action,Insurgency,Insurgency,2.93,2014,2
1772,Adventure,Unturned,Unturned,24.05,2017,2
1773,Indie,AirMech Strike,AirMech,1.72,2012,2
1774,Action,Robot Roller-Derby Disco Dodgeball,Robot Roller-Derby Disco Dodgeball,0.6,2015,2
1775,Adventure,Unturned,Unturned,0.0,2017,2
1776,Action,Robocraft,Robocraft,0.0,2017,0
1777,Simulation,Arma 2: Operation Arrowhead,Arma 2: Operation Arrowhead,1.12,2010,2
1778,Action,Assassin's Creed 2 Deluxe Edition,Assassin's Creed II,31.73,2010,2
1779,Free to Play,Unturned,Unturned,1.25,2017,2
1780,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,740.53,2012,2
1781,Simulation,Garry's Mod,Garry's Mod,3.6,2006,1
1782,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,223.35,2012,0
1783,Casual,Unturned,Unturned,0.0,2017,1
1784,Action,Left 4 Dead 2,Left 4 Dead 2,5.5,2009,2
1785,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,417.75,2012,2
1786,Indie,Garry's Mod,Garry's Mod,0.0,2006,2
1787,Action,Unturned,Unturned,702.67,2017,2
1788,Indie,Heroes & Generals,Heroes & Generals,0.2,2016,2
1789,Simulation,Arma 3,Arma 3,5.78,2013,0
1790,Indie,DayZ,DayZ,0.3,2013,2
1791,Free to Play,Unturned,Unturned,138.08,2017,2
1792,Free to Play,Warframe,Warframe,48.33,2013,2
1793,Indie,Garry's Mod,Garry's Mod,0.17,2006,2
1794,Adventure,Unturned,Unturned,1.35,2017,0
1795,Indie,Garry's Mod,Garry's Mod,6.07,2006,2
1796,Action,Broforce,Broforce,3.45,2015,2
1797,Action,Tactical Intervention,Tactical Intervention,4.03,2013,2
1798,Action,METAL GEAR SOLID V: THE PHANTOM PAIN,METAL GEAR SOLID V: THE PHANTOM PAIN,358.35,2015,2
1799,Action,Company of Heroes - Legacy Edition,Company of Heroes,0.03,2006,0
1800,Indie,Terraria,Terraria,12.58,2011,2
1801,Action,Unturned,Unturned,0.3,2017,1
1802,Action,Arma 3,Arma 3,0.88,2013,2
1803,Action,Terraria,Terraria,19.57,2011,2
1804,Indie,Banished,Banished,11.22,2014,2
1805,Adventure,Unturned,Unturned,8.75,2017,2
1806,Action,Rust,Rust,3.53,2013,2
1807,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,23.87,2012,2
1808,Action,Magicka,Magicka,3.55,2011,2
1809,Strategy,Sid Meier's Civilization® V,Sid Meier's Civilization V,49.92,2010,0
1810,Action,PlanetSide 2,PlanetSide 2,28.67,2012,2
1811,Indie,Garry's Mod,Garry's Mod,524.37,2006,2
1812,Casual,Unturned,Unturned,49.07,2017,2
1813,Indie,Brawlhalla,Brawlhalla,0.77,2017,2
1814,Action,BioShock Infinite,BioShock Infinite,0.0,2013,1
1815,RPG,Starbound,Starbound,0.42,2016,2
1816,Indie,Terraria,Terraria,104.05,2011,2
1817,Indie,Garry's Mod,Garry's Mod,1.83,2006,2
1818,RPG,Terraria,Terraria,14.38,2011,2
1819,Adventure,Rust,Rust,3.13,2013,2
1820,Simulation,Garry's Mod,Garry's Mod,21.48,2006,2
1821,Strategy,Sid Meier's Civilization® V,Sid Meier's Civilization V,537.4,2010,2
1822,Simulation,Garry's Mod,Garry's Mod,7.88,2006,2
1823,Adventure,Dishonored,Dishonored,22.73,2012,0
1824,Casual,Counter-Strike Nexon: Zombies,Counter-Strike Nexon: Zombies,1.18,2014,2
1825,Strategy,Clicker Heroes,Clicker Heroes,0.0,2015,2
1826,Casual,Castle Crashers®,Castle Crashers,3.02,2012,2
1827,Simulation,Garry's Mod,Garry's Mod,38.33,2006,2
1828,Action,Warframe,Warframe,0.0,2013,2
1829,Action,APB Reloaded,APB Reloaded,0.0,2011,2
1830,Simulation,Garry's Mod,Garry's Mod,5.4,2006,2
1831,Casual,Unturned,Unturned,1.03,2017,2
1832,Simulation,Garry's Mod,Garry's Mod,258.33,2006,2
1833,Free to Play,Robocraft,Robocraft,1.88,2017,2
1834,Adventure,Unturned,Unturned,0.0,2017,1
1835,Action,Super Hexagon,Super Hexagon,0.1,2012,2
1836,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,1667.82,2012,2
1837,Action,Counter-Strike: Source,Counter-Strike: Source,0.57,2004,2
1838,Massively Multiplayer,Heroes & Generals,Heroes & Generals,3.42,2016,2
1839,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,3.85,2012,0
1840,Action,PAYDAY™ The Heist,PAYDAY: The Heist,35.93,2011,2
1841,Adventure,Unturned,Unturned,0.0,2017,2
1842,Adventure,Batman: Arkham City - Game of the Year Edition,Batman: Arkham City GOTY,0.0,2012,0
1843,Massively Multiplayer,Robocraft,Robocraft,0.0,2017,2
1844,Adventure,Far Cry 3,Far Cry® 3,0.0,2012,2
1845,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,78.23,2012,2
1846,Indie,Garry's Mod,Garry's Mod,169.68,2006,2
1847,Indie,ARK: Survival Evolved,ARK: Survival Evolved,1.1,2017,2
1848,Action,Loadout,Loadout,0.02,2014,2
1849,Action,Left 4 Dead 2,Left 4 Dead 2,8.35,2009,0
1850,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,717.45,2012,2
1851,Indie,Garry's Mod,Garry's Mod,144.38,2006,2
1852,Action,Unturned,Unturned,0.13,2017,1
1853,Action,Rust,Rust,110.62,2013,2
1854,Action,Life is Strange - Episode 1,Life Is Strange™,16.35,2015,2
1855,Action,DayZ,DayZ,8.15,2013,2
1856,Indie,Garry's Mod,Garry's Mod,37.93,2006,2
1857,Free to Play,PlanetSide 2,PlanetSide 2,21.4,2012,2
1858,Free to Play,Warframe,Warframe,397.82,2013,2
1859,Simulation,Garry's Mod,Garry's Mod,5.38,2006,0
1860,Action,Portal 2,Portal 2,10.22,2011,2
1861,RPG,Project Zomboid,Project Zomboid,0.0,2013,1
1862,Sports,Poker Night 2,Poker Night 2,0.05,2013,2
1863,Indie,Unturned,Unturned,0.7,2017,2
1864,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,175.83,2012,1
1865,Indie,Garry's Mod,Garry's Mod,305.68,2006,2
1866,Indie,Garry's Mod,Garry's Mod,176.72,2006,2
1867,Casual,Trove,Trove,0.0,2015,2
1868,Simulation,Garry's Mod,Garry's Mod,58.75,2006,2
1869,Adventure,Scribblenauts Unlimited,Scribblenauts Unlimited,0.55,2012,2
1870,Indie,Unturned,Unturned,0.1,2017,2
1871,Free to Play,Realm of the Mad God,Realm of the Mad God,1.55,2012,0
1872,Indie,Amnesia: A Machine for Pigs,Amnesia: A Machine for Pigs,0.13,2013,1
1873,Free to Play,Evolve Stage 2,Evolve Stage 2,0.2,2015,2
1874,RPG,Rust,Rust,55.4,2013,2
1875,Action,Magicka,Magicka,1.87,2011,2
1876,Casual,Unturned,Unturned,16.93,2017,2
1877,Action,Warframe,Warframe,101.08,2013,2
1878,RPG,DARK SOULS™: Prepare To Die™ Edition,Dark Souls: Prepare to Die Edition,0.08,2012,0
1879,RPG,Starbound,Starbound,82.43,2016,2
1880,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,762.47,2012,2
1881,Indie,Garry's Mod,Garry's Mod,193.12,2006,2
1882,Indie,Garry's Mod,Garry's Mod,259.07,2006,2
1883,Early Access,Rust,Rust,405.88,2013,2
1884,RPG,LISA,LISA,4.77,2014,2
1885,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,2.2,2012,2
1886,Adventure,Saints Row IV,Saints Row IV,18.33,2013,2
1887,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,0.9,2012,2
1888,Indie,Terraria,Terraria,26.27,2011,2
1889,RPG,Borderlands 2,Borderlands 2,78.85,2012,2
1890,Indie,Robocraft,Robocraft,1.35,2017,2
1891,Adventure,Unturned,Unturned,0.38,2017,1
1892,Indie,Don't Starve Together,Don't Starve Together,0.27,2016,2
1893,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,1.53,2012,2
1894,RPG,Starbound,Starbound,48.98,2016,2
1895,Early Access,H1Z1,H1Z1: King of the Kill,0.0,2016,2
1896,Massively Multiplayer,Counter-Strike Nexon: Zombies,Counter-Strike Nexon: Zombies,0.0,2014,0
1897,Early Access,Rust,Rust,587.72,2013,2
1898,Adventure,Spiral Knights,Spiral Knights,0.15,2011,2
1899,Action,Fallout: New Vegas,Fallout: New Vegas,7.78,2010,2
1900,Action,Call of Duty®: Black Ops,Call of Duty: Black Ops,11.57,2010,2
1901,Casual,Starbound,Starbound,67.38,2016,2
1902,Strategy,XCOM: Enemy Unknown,XCOM: Enemy Unknown,4.58,2012,2
1903,Adventure,Spiral Knights,Spiral Knights,7.95,2011,2
1904,Casual,Castle Crashers®,Castle Crashers,0.05,2012,2
1905,Free to Play,No More Room in Hell,No More Room in Hell,1.33,2011,2
1906,Action,Warframe,Warframe,4.67,2013,2
1907,Adventure,The Binding of Isaac,The Binding of Isaac,54.57,2011,0
1908,Action,PlanetSide 2,PlanetSide 2,4.12,2012,2
1909,Action,Half-Life 2,Half-Life 2,14.67,2004,2
1910,Indie,Garry's Mod,Garry's Mod,22.03,2006,2
1911,Adventure,Rust,Rust,17.28,2013,2
1912,Indie,Starbound,Starbound,50.55,2016,0
1913,Casual,Unturned,Unturned,98.7,2017,2
1914,RPG,Pixel Piracy,Pixel Piracy,0.53,2015,2
1915,Indie,Garry's Mod,Garry's Mod,3.6,2006,2
1916,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,37.97,2012,2
1917,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,291.67,2012,2
1918,Indie,Garry's Mod,Garry's Mod,477.82,2006,2
1919,Simulation,Next Car Game: Wreckfest,Next Car Game: Wreckfest,0.0,2014,2
1920,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,276.6,2012,1
1921,Indie,Garry's Mod,Garry's Mod,5.6,2006,2
1922,Early Access,Rust,Rust,47.48,2013,2
1923,Indie,Garry's Mod,Garry's Mod,280.35,2006,2
1924,Casual,Elsword,Elsword,4.02,2014,2
1925,Indie,Heroes & Generals,Heroes & Generals,0.02,2016,2
1926,Early Access,DayZ,DayZ,36.8,2013,2
1927,Free to Play,Warframe,Warframe,3.13,2013,2
1928,Indie,Garry's Mod,Garry's Mod,0.33,2006,2
1929,RPG,Undertale,Undertale,22.2,2015,2
1930,Strategy,HuniePop,HuniePop,7.0,2015,2
1931,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,252.6,2012,2
1932,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,192.35,2012,2
1933,Indie,Garry's Mod,Garry's Mod,100.82,2006,0
1934,Casual,Unturned,Unturned,6.92,2017,2
1935,Indie,Unturned,Unturned,15.13,2017,0
1936,Adventure,Unturned,Unturned,1.9,2017,2
1937,Adventure,Grand Theft Auto V,Grand Theft Auto V,146.07,2015,1
1938,Action,ORION: Prelude,ORION: Prelude,0.23,2013,2
1939,Adventure,Starbound,Starbound,39.42,2016,2
1940,Casual,Unturned,Unturned,1.15,2017,2
1941,Casual,Emily is Away,Emily is Away,0.67,2015,2
1942,Free to Play,Unturned,Unturned,22.35,2017,2
1943,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,367.63,2012,2
1944,Indie,Garry's Mod,Garry's Mod,22.58,2006,0
1945,Adventure,The Binding of Isaac,The Binding of Isaac,26.87,2011,2
1946,Simulation,Garry's Mod,Garry's Mod,2138.73,2006,2
1947,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,272.98,2012,2
1948,Sports,Poker Night 2,Poker Night 2,4.72,2013,2
1949,Adventure,Unturned,Unturned,36.72,2017,2
1950,Indie,Garry's Mod,Garry's Mod,504.0,2006,2
1951,Action,Mark of the Ninja,Mark of the Ninja,0.0,2012,2
1952,Indie,Garry's Mod,Garry's Mod,26.8,2006,2
1953,Adventure,Spiral Knights,Spiral Knights,76.85,2011,2
1954,Free to Play,Warframe,Warframe,1.1,2013,2
1955,Action,Terraria,Terraria,3.82,2011,2
1956,Action,Unturned,Unturned,0.53,2017,0
1957,Indie,Garry's Mod,Garry's Mod,114.38,2006,2
1958,Adventure,Starbound,Starbound,61.83,2016,2
1959,Massively Multiplayer,PlanetSide 2,PlanetSide 2,16.0,2012,2
1960,Indie,Rust,Rust,31.95,2013,0
1961,Action,Unturned,Unturned,2.2,2017,1
1962,Action,Trove,Trove,3.83,2015,2
1963,Indie,Dungeon Defenders,Dungeon Defenders,29.47,2011,2
1964,Simulation,Garry's Mod,Garry's Mod,152.9,2006,2
1965,RPG,DARK SOULS™ II: Scholar of the First Sin,DARK SOULS™ II: Scholar of the First Sin,36.65,2015,2
1966,Action,Borderlands 2,Borderlands 2,56.08,2012,2
1967,Simulation,Goat Simulator,Goat Simulator,7.35,2014,2
1968,Action,Unturned,Unturned,0.58,2017,2
1969,Casual,Little Inferno,Little Inferno,1.03,2012,2
1970,Action,Terraria,Terraria,39.15,2011,2
1971,Indie,Prison Architect,Prison Architect,56.28,2015,2
1972,Strategy,Sid Meier's Civilization® V,Sid Meier's Civilization V,0.65,2010,2
1973,Indie,Insurgency,Insurgency,9.08,2014,2
1974,Early Access,DayZ,DayZ,4.58,2013,2
1975,Action,No More Room in Hell,No More Room in Hell,0.0,2011,2
1976,Action,Unturned,Unturned,0.4,2017,2
1977,Action,Just Cause™ 3,Just Cause 3,21.82,2015,2
1978,RPG,Realm of the Mad God,Realm of the Mad God,2.17,2012,2
1979,Indie,Garry's Mod,Garry's Mod,106.02,2006,2
1980,Casual,Monaco: What's Yours Is Mine,Monaco,0.05,2013,2
1981,Action,Terraria,Terraria,1.0,2011,2
1982,Free to Play,Unturned,Unturned,7.0,2017,2
1983,RPG,Robocraft,Robocraft,6.42,2017,2
1984,Indie,Garry's Mod,Garry's Mod,8.02,2006,2
1985,Adventure,The Stanley Parable,The Stanley Parable,0.63,2013,2
1986,Adventure,Portal 2,Portal 2,39.9,2011,2
1987,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,96.85,2012,1
1988,Action,No More Room in Hell,No More Room in Hell,0.78,2011,2
1989,Indie,ARK: Survival Evolved,ARK: Survival Evolved,133.98,2017,2
1990,RPG,Borderlands 2,Borderlands 2,32.23,2012,2
1991,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,537.82,2012,2
1992,Action,Portal 2,Portal 2,9.52,2011,2
1993,Strategy,Sid Meier's Civilization® V,Sid Meier's Civilization V,21.43,2010,0
1994,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,101.13,2012,2
1995,Adventure,POSTAL 2,POSTAL 2,9.72,2003,0
1996,Indie,Castle Crashers®,Castle Crashers,1.95,2012,2
1997,Simulation,Garry's Mod,Garry's Mod,2.0,2006,0
1998,Indie,Kerbal Space Program,Kerbal Space Program,1.23,2015,2
1999,Casual,Unturned,Unturned,5.2,2017,2
2000,Action,APB Reloaded,APB Reloaded,12.57,2011,2
2001,Adventure,Unturned,Unturned,31.28,2017,0
2002,Action,Counter-Strike: Source,Counter-Strike: Source,0.1,2004,0
2003,Indie,Terraria,Terraria,633.18,2011,1
2004,Casual,Unturned,Unturned,0.0,2017,2
2005,Adventure,Unturned,Unturned,1.78,2017,2
2006,RPG,Bastion,Bastion,2.43,2011,2
2007,Action,Loadout,Loadout,12.53,2014,2
2008,Early Access,Rust,Rust,11.53,2013,2
2009,Indie,Serious Sam HD: The First Encounter,Serious Sam HD: The First Encounter,4.38,2009,2
2010,Casual,Unturned,Unturned,0.42,2017,0
2011,Free to Play,Unturned,Unturned,20.25,2017,2
2012,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,58.02,2012,2
2013,Massively Multiplayer,DayZ,DayZ,10.95,2013,2
2014,Action,Terraria,Terraria,38.53,2011,2
2015,Adventure,Unturned,Unturned,46.48,2017,0
2016,Simulation,Garry's Mod,Garry's Mod,300.43,2006,2
2017,Casual,Unturned,Unturned,21.35,2017,2
2018,Action,Hotline Miami,Hotline Miami,1.78,2012,2
2019,Action,Ace of Spades: Battle Builder,Ace of Spades,8.72,2012,2
2020,RPG,Terraria,Terraria,13.47,2011,2
2021,Free to Play,Codename CURE,Codename CURE,0.0,2017,2
2022,Action,Unturned,Unturned,2.22,2017,2
2023,Free to Play,No More Room in Hell,No More Room in Hell,0.0,2011,2
2024,Simulation,Goat Simulator,Goat Simulator,9.9,2014,2
2025,Action,Robocraft,Robocraft,0.1,2017,2
2026,Indie,Unturned,Unturned,0.0,2017,2
2027,RPG,Fallout 4,Fallout 4,43.03,2015,0
2028,Action,The Binding of Isaac,The Binding of Isaac,8.75,2011,2
2029,Casual,Starbound,Starbound,36.27,2016,2
2030,Action,Portal 2,Portal 2,13.15,2011,2
2031,Simulation,Garry's Mod,Garry's Mod,170.75,2006,2
2032,Action,Rust,Rust,10.32,2013,2
2033,Massively Multiplayer,Trove,Trove,82.17,2015,2
2034,Indie,Rust,Rust,8.15,2013,2
2035,Indie,Rust,Rust,128.92,2013,2
2036,Free to Play,Unturned,Unturned,0.78,2017,2
2037,RPG,Terraria,Terraria,22.68,2011,2
2038,Massively Multiplayer,DayZ,DayZ,35.92,2013,2
2039,Action,Toribash,Toribash,1.05,2006,2
2040,Massively Multiplayer,DayZ,DayZ,4.25,2013,2
2041,Strategy,Game Dev Tycoon,Game Dev Tycoon,11.72,2013,2
2042,Simulation,Goat Simulator,Goat Simulator,0.0,2014,2
2043,Massively Multiplayer,PlanetSide 2,PlanetSide 2,420.72,2012,2
2044,Casual,Goat Simulator,Goat Simulator,14.23,2014,2
2045,Free to Play,Spiral Knights,Spiral Knights,0.0,2011,2
2046,Indie,Chivalry: Medieval Warfare,Chivalry: Medieval Warfare,2.98,2012,2
2047,Simulation,Surgeon Simulator,Surgeon Simulator,12.3,2013,2
2048,Adventure,Castle Crashers®,Castle Crashers,13.98,2012,1
2049,Massively Multiplayer,Rust,Rust,0.2,2013,0
2050,Free to Play,Unturned,Unturned,18.18,2017,2
2051,Racing,Rocket League®,Rocket League,7.17,2015,2
2052,Simulation,Garry's Mod,Garry's Mod,23.53,2006,1
2053,Indie,Robocraft,Robocraft,0.0,2017,2
2054,Indie,Everlasting Summer,Everlasting Summer,0.32,2014,2
2055,RPG,Terraria,Terraria,22.6,2011,2
2056,Indie,Terraria,Terraria,148.58,2011,0
2057,Simulation,Garry's Mod,Garry's Mod,16.4,2006,2
2058,Free to Play,Unturned,Unturned,2.58,2017,0
2059,Action,Terraria,Terraria,0.15,2011,2
2060,RPG,Borderlands: The Pre-Sequel,Borderlands: The Pre-Sequel,0.0,2014,2
2061,RPG,Robocraft,Robocraft,0.0,2017,2
2062,Indie,Heroes & Generals,Heroes & Generals,19.63,2016,1
2063,Indie,Transistor,Transistor,7.08,2014,2
2064,Casual,Unturned,Unturned,0.0,2017,2
2065,Indie,Unturned,Unturned,4.83,2017,2
2066,Strategy,Sid Meier's Civilization® V,Sid Meier's Civilization V,177.55,2010,0
2067,Action,Unturned,Unturned,12.73,2017,2
2068,Massively Multiplayer,Rust,Rust,0.0,2013,2
2069,Action,Warframe,Warframe,412.33,2013,1
2070,RPG,Borderlands 2,Borderlands 2,830.48,2012,2
2071,Action,Warframe,Warframe,13.48,2013,2
2072,Adventure,Terraria,Terraria,3.77,2011,2
2073,Casual,Anarchy Arcade,Anarchy Arcade,0.03,2014,0
2074,RPG,ORION: Prelude,ORION: Prelude,0.0,2013,0
2075,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,385.72,2012,2
2076,Action,Unturned,Unturned,6.85,2017,2
2077,Action,Dirty Bomb®,Dirty Bomb,5.07,2015,2
2078,Action,Left 4 Dead 2,Left 4 Dead 2,0.27,2009,2
2079,Action,Rust,Rust,6.85,2013,2
2080,Indie,Garry's Mod,Garry's Mod,1551.28,2006,2
2081,Action,Just Cause 2,Just Cause 2,17.02,2010,0
2082,Action,Portal 2,Portal 2,27.97,2011,2
2083,Indie,Chivalry: Medieval Warfare,Chivalry: Medieval Warfare,13.28,2012,0
2084,Indie,Terraria,Terraria,8.37,2011,2
2085,Adventure,Shadowrun: Dragonfall - Director's Cut,Shadowrun: Dragonfall - Director's Cut,3.87,2014,2
2086,Action,Unturned,Unturned,2.63,2017,2
2087,Action,Alan Wake,Alan Wake,0.0,2012,2
2088,Action,Dungeonland,Dungeonland,0.75,2013,2
2089,Adventure,Rust,Rust,363.4,2013,2
2090,Free to Play,Warframe,Warframe,74.35,2013,2
2091,Action,Remember Me,Remember Me,6.1,2013,2
2092,Action,DayZ,DayZ,10.93,2013,2
2093,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,69.0,2012,2
2094,Casual,Braid,Braid,1.48,2009,2
2095,Action,APB Reloaded,APB Reloaded,0.67,2011,2
2096,Adventure,Just Cause 2,Just Cause 2,9.57,2010,0
2097,Action,Arma 3,Arma 3,579.87,2013,2
2098,Simulation,Garry's Mod,Garry's Mod,28.0,2006,2
2099,Action,Left 4 Dead 2,Left 4 Dead 2,2.87,2009,2
2100,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,7.12,2012,2
2101,Indie,Garry's Mod,Garry's Mod,0.52,2006,2
2102,Action,Left 4 Dead 2,Left 4 Dead 2,21.12,2009,2
2103,Indie,Surgeon Simulator,Surgeon Simulator,3.53,2013,2
2104,Casual,Unturned,Unturned,2.85,2017,2
2105,Action,Half-Life 2,Half-Life 2,0.0,2004,0
2106,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,0.45,2012,0
2107,Indie,Garry's Mod,Garry's Mod,1251.75,2006,2
2108,Free to Play,Unturned,Unturned,0.0,2017,2
2109,Indie,Super Hexagon,Super Hexagon,1.58,2012,2
2110,Action,Cry of Fear,Cry of Fear,8.37,2013,1
2111,Indie,Garry's Mod,Garry's Mod,25.73,2006,2
2112,Action,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,1384.83,2012,2
2113,Action,Left 4 Dead 2,Left 4 Dead 2,12.65,2009,2
